Region,Ankuenfte,Ankuenfte_Change,Uebernachtungen,Uebernachtungen_Change,Aufenthaltslaenge_mean,Sequence
RP_Deutschland,5331,65.1,11439,77.3,2.1,201702
RP_Ausland,671,-0.7,1389,-12.5,2.1,201702
SL,-999,-999.0,240,1.3,2.1,201702
SL_Deutschland,-999,-999.0,192,-7.7,1.9,201702
SL_Ausland,-999,-999.0,48,65.5,3.4,201702
SN,375,21.0,1573,10.0,4.2,201702
SN_Deutschland,353,16.5,1547,8.7,4.4,201702
SN_Ausland,22,214.3,26,271.4,1.2,201702
ST,515,-14.5,1409,-9.7,2.7,201702
ST_Deutschland,481,-17.5,-999,-999.0,-999.0,201702
ST_Ausland,34,78.9,-999,-999.0,-999.0,201702
SH,4206,19.2,9023,23.3,2.1,201702
SH_Deutschland,4000,21.0,8492,25.5,2.1,201702
SH_Ausland,206,-7.6,531,-4.2,2.6,201702
TH,698,31.5,1993,30.2,2.9,201702
TH_Deutschland,684,-999.0,1974,-999.0,2.9,201702
TH_Ausland,14,-999.0,19,-999.0,1.4,201702
BRD,163497,-39.0,409111,-50.8,2.5,201703
BRD_Deutschland,148949,-38.7,374113,-51.3,2.5,201703
BRD_Ausland,14548,-41.7,34998,-45.0,2.4,201703
BW,22279,-42.9,67982,-43.5,3.1,201703
BW_Deutschland,18359,-41.6,57616,-42.7,3.1,201703
BW_Ausland,3920,-48.3,10366,-47.3,2.6,201703
BY,31148,-40.9,89635,-44.0,2.9,201703
BY_Deutschland,29395,-39.1,84705,-43.1,2.9,201703
BY_Ausland,1753,-59.9,4930,-56.8,2.8,201703
BE,423,-54.6,1951,-57.2,4.6,201703
BE_Deutschland,361,-49.8,1725,-54.0,4.8,201703
BE_Ausland,62,-70.9,226,-71.9,3.6,201703
BR,1906,-65.3,5253,-68.3,2.8,201703
BR_Deutschland,1839,-65.1,5088,-68.2,2.8,201703
BR_Ausland,67,-69.8,165,-71.3,2.5,201703
HB,1357,-20.1,3633,-32.1,2.7,201703
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201703
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201703
HH,2940,-13.3,3639,-38.3,1.2,201703
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201703
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201703
HE,9584,-11.5,23101,-24.3,2.4,201703
HE_Deutschland,8946,-12.8,21653,-25.9,2.4,201703
HE_Ausland,638,12.1,1448,10.7,2.3,201703
MV,7239,-57.5,20197,-71.1,2.8,201703
MV_Deutschland,7116,-57.2,19936,-71.1,2.8,201703
MV_Ausland,123,-70.3,261,-71.6,2.1,201703
NI,25502,-46.4,69372,-58.0,2.7,201703
NI_Deutschland,24338,-47.0,66341,-58.7,2.7,201703
NI_Ausland,1164,-30.9,3031,-30.3,2.6,201703
NW,22964,-12.7,45913,-33.6,2.0,201703
NW_Deutschland,19506,-14.1,39101,-35.8,2.0,201703
NW_Ausland,3458,-4.0,6812,-17.5,2.0,201703
RP,17538,-27.6,33575,-48.6,1.9,201703
RP_Deutschland,15239,-25.7,27954,-49.9,1.8,201703
RP_Ausland,2299,-38.1,5621,-40.4,2.4,201703
SL,421,-40.9,874,-63.0,2.1,201703
SL_Deutschland,376,-41.4,791,-63.4,2.1,201703
SL_Ausland,45,-35.7,83,-58.7,1.8,201703
SN,1598,-49.0,4297,-61.7,2.7,201703
SN_Deutschland,1538,-49.9,4153,-62.4,2.7,201703
SN_Ausland,60,-4.8,144,-24.6,2.4,201703
ST,2157,-27.7,4840,-44.2,2.2,201703
ST_Deutschland,2093,-28.0,4663,-45.1,2.2,201703
ST_Ausland,64,-15.8,177,4.7,2.8,201703
SH,15068,-49.1,31515,-64.7,2.1,201703
SH_Deutschland,14366,-48.1,30172,-64.3,2.1,201703
SH_Ausland,702,-63.0,1343,-71.5,1.9,201703
TH,1373,-46.0,3334,-57.9,2.4,201703
TH_Deutschland,1341,-45.4,3264,-57.8,2.4,201703
TH_Ausland,32,-61.4,70,-61.5,2.2,201703
BRD,666177,86.6,2058277,99.6,3.1,201704
BRD_Deutschland,580995,94.9,1849190,107.5,3.2,201704
BRD_Ausland,85182,44.3,209087,49.3,2.5,201704
BW,99698,92.9,293814,95.0,2.9,201704
BW_Deutschland,76659,116.0,237794,109.1,3.1,201704
BW_Ausland,23039,42.4,56020,51.4,2.4,201704
BY,104233,67.9,312673,76.3,3.0,201704
BY_Deutschland,91358,72.9,286465,81.8,3.1,201704
BY_Ausland,12875,39.2,26208,32.8,2.0,201704
BE,1660,12.5,8267,26.0,5.0,201704
BE_Deutschland,1332,-999.0,6388,49.9,4.8,201704
BE_Ausland,328,-999.0,1879,-18.3,5.7,201704
BR,19185,102.0,60351,120.2,3.1,201704
BR_Deutschland,18044,105.6,56185,121.6,3.1,201704
BR_Ausland,1141,58.7,4166,102.1,3.7,201704
HB,3403,113.4,7929,55.3,2.3,201704
HB_Deutschland,2717,97.2,7081,56.0,2.6,201704
HB_Ausland,686,216.1,848,50.1,1.2,201704
HH,5901,25.2,13499,60.5,2.3,201704
HH_Deutschland,5415,-999.0,12405,69.7,2.3,201704
HH_Ausland,486,-999.0,1094,-0.6,2.3,201704
HE,29250,63.1,75994,73.8,2.6,201704
HE_Deutschland,26558,66.9,70480,78.5,2.7,201704
HE_Ausland,2692,33.4,5514,30.3,2.0,201704
MV,48600,162.6,184562,163.2,3.8,201704
MV_Deutschland,46508,162.9,178555,162.7,3.8,201704
MV_Ausland,2092,154.5,6007,178.5,2.9,201704
NI,117242,102.4,422117,120.4,3.6,201704
NI_Deutschland,110451,107.7,404266,122.7,3.7,201704
NI_Ausland,6791,42.8,17851,78.9,2.6,201704
NW,57476,63.4,155762,78.6,2.7,201704
NW_Deutschland,48616,72.6,136039,90.9,2.8,201704
NW_Ausland,8860,26.6,19723,23.6,2.2,201704
RP,73830,82.2,194238,94.9,2.6,201704
RP_Deutschland,55766,100.8,141941,120.3,2.5,201704
RP_Ausland,18064,41.7,52297,48.3,2.9,201704
SL,3771,61.4,10331,65.3,2.7,201704
SL_Deutschland,3394,61.6,9579,69.1,2.8,201704
SL_Ausland,377,59.7,752,28.3,2.0,201704
SN,11289,116.4,39199,148.9,3.5,201704
SN_Deutschland,10636,123.9,37678,158.9,3.5,201704
SN_Ausland,653,40.1,1521,27.1,2.3,201704
ST,8829,77.9,23447,102.7,2.7,201704
ST_Deutschland,8315,87.1,22358,114.2,2.7,201704
ST_Ausland,514,-1.0,1089,-3.6,2.1,201704
SH,74570,89.0,234754,96.5,3.1,201704
SH_Deutschland,68334,86.9,222097,95.2,3.3,201704
SH_Ausland,6236,116.3,12657,122.2,2.0,201704
TH,7240,81.2,21340,106.6,2.9,201704
TH_Deutschland,6892,87.9,19879,114.6,2.9,201704
TH_Ausland,348,6.4,1461,37.4,4.2,201704
BRD,1014885,-20.4,2995505,-25.6,3.0,201705
BRD_Deutschland,875986,-22.6,2640204,-27.6,3.0,201705
BRD_Ausland,138899,-3.1,355301,-5.5,2.6,201705
BW,124046,-20.5,354070,-31.1,2.9,201705
BW_Deutschland,92454,-24.6,273675,-36.1,3.0,201705
BW_Ausland,31592,-5.1,80395,-6.0,2.5,201705
BY,164210,-21.9,456634,-31.0,2.8,201705
BY_Deutschland,139232,-25.5,402897,-34.0,2.9,201705
BY_Ausland,24978,6.4,53737,5.0,2.2,201705
BE,3514,-16.0,12458,-14.6,3.5,201705
BE_Deutschland,2769,-17.0,9830,-10.6,3.6,201705
BE_Ausland,745,-11.7,2628,-26.7,3.5,201705
BR,44113,-20.0,121679,-24.6,2.8,201705
BR_Deutschland,40599,-22.5,112719,-26.7,2.8,201705
BR_Ausland,3514,27.5,8960,19.1,2.5,201705
HB,3979,11.6,9317,-6.7,2.3,201705
HB_Deutschland,3127,5.5,7929,-8.7,2.5,201705
HB_Ausland,852,42.2,1388,6.9,1.6,201705
HH,7900,3.0,16211,-0.4,2.1,201705
HH_Deutschland,7133,1.3,14532,-2.2,2.0,201705
HH_Ausland,767,20.8,1679,17.2,2.2,201705
HE,52543,-28.2,130749,-31.9,2.5,201705
HE_Deutschland,47214,-30.4,118409,-34.0,2.5,201705
HE_Ausland,5329,-1.3,12340,-2.9,2.3,201705
MV,99998,-19.1,339564,-28.0,3.4,201705
MV_Deutschland,95501,-19.7,327996,-28.5,3.4,201705
MV_Ausland,4497,-2.3,11568,-8.4,2.6,201705
NI,150814,-23.4,518916,-21.5,3.4,201705
NI_Deutschland,139069,-24.4,487974,-22.2,3.5,201705
NI_Ausland,11745,-8.4,30942,-9.1,2.6,201705
NW,82036,-20.0,209103,-29.3,2.5,201705
NW_Deutschland,69295,-22.0,178477,-31.5,2.6,201705
NW_Ausland,12741,-7.2,30626,-13.1,2.4,201705
RP,101499,-22.2,289305,-24.2,2.9,201705
RP_Deutschland,72602,-26.2,200070,-28.9,2.8,201705
RP_Ausland,28897,-10.0,89235,-11.2,3.1,201705
SL,5520,-32.1,13412,-29.8,2.4,201705
SL_Deutschland,4680,-38.1,11483,-35.1,2.5,201705
SL_Ausland,840,48.7,1929,37.2,2.3,201705
SN,25341,-12.9,81476,-13.3,3.2,201705
SN_Deutschland,23517,-13.5,76512,-13.8,3.3,201705
SN_Ausland,1824,-5.2,4964,-5.8,2.7,201705
ST,21486,-14.4,54014,-16.2,2.5,201705
ST_Deutschland,19758,-16.2,49757,-19.1,2.5,201705
ST_Ausland,1728,14.1,4257,42.9,2.5,201705
SH,111548,-12.8,343584,-15.6,3.1,201705
SH_Deutschland,103955,-13.5,326490,-16.3,3.1,201705
SH_Ausland,7593,-2.8,17094,0.4,2.3,201705
TH,16338,-24.7,45013,-25.1,2.8,201705
TH_Deutschland,15081,-26.2,41454,-26.6,2.7,201705
TH_Ausland,1257,0.0,3559,-3.1,2.8,201705
BRD,1618591,59.4,5044809,60.3,3.1,201706
BRD_Deutschland,1381452,68.5,4439834,68.8,3.2,201706
BRD_Ausland,237139,21.3,604975,17.1,2.6,201706
BW,206889,84.0,639281,97.9,3.1,201706
BW_Deutschland,157570,107.7,510697,120.6,3.2,201706
BW_Ausland,49319,34.8,128584,40.6,2.6,201706
BY,307625,83.2,910536,101.7,3.0,201706
BY_Deutschland,256950,98.9,805367,116.8,3.1,201706
BY_Ausland,50675,30.7,105169,31.6,2.1,201706
BE,4885,20.1,17332,25.7,3.5,201706
BE_Deutschland,3837,39.8,12845,48.0,3.3,201706
BE_Ausland,1048,-20.8,4487,-12.2,4.3,201706
BR,67526,37.5,194489,44.9,2.9,201706
BR_Deutschland,62531,42.6,182498,51.4,2.9,201706
BR_Ausland,4995,-4.6,11991,-12.1,2.4,201706
HB,4118,15.1,10564,20.3,2.6,201706
HB_Deutschland,3081,21.2,8772,26.4,2.8,201706
HB_Ausland,1037,0.2,1792,-2.7,1.7,201706
HH,9343,12.5,19676,27.2,2.1,201706
HH_Deutschland,7849,8.2,16763,26.1,2.1,201706
HH_Ausland,1494,41.6,2913,33.8,1.9,201706
HE,97305,87.3,236102,105.2,2.4,201706
HE_Deutschland,86088,100.8,208779,123.3,2.4,201706
HE_Ausland,11217,23.5,27323,26.8,2.4,201706
MV,173621,21.5,730069,17.0,4.2,201706
MV_Deutschland,161720,24.5,694368,19.6,4.3,201706
MV_Ausland,11901,-8.4,35701,-18.3,3.0,201706
NI,210570,48.9,718305,46.7,3.4,201706
NI_Deutschland,188637,57.0,658205,54.4,3.5,201706
NI_Ausland,21933,3.2,60100,-5.2,2.7,201706
NW,118955,87.6,307890,102.0,2.6,201706
NW_Deutschland,101652,102.3,264959,126.9,2.6,201706
NW_Ausland,17303,31.3,42931,20.4,2.5,201706
RP,142547,100.2,406157,109.5,2.8,201706
RP_Deutschland,102332,155.6,282966,197.1,2.8,201706
RP_Ausland,40215,29.1,123191,24.9,3.1,201706
SL,9330,161.3,22976,199.4,2.5,201706
SL_Deutschland,8260,203.6,20421,257.5,2.5,201706
SL_Ausland,1070,25.9,2555,30.2,2.4,201706
SN,46308,66.2,134230,63.2,2.9,201706
SN_Deutschland,41004,71.2,118567,71.3,2.9,201706
SN_Ausland,5304,35.8,15663,20.0,3.0,201706
ST,33022,73.0,76219,65.5,2.3,201706
ST_Deutschland,29964,85.5,69246,78.8,2.3,201706
ST_Ausland,3058,4.2,6973,-4.8,2.3,201706
SH,156611,19.7,544028,22.3,3.5,201706
SH_Deutschland,142868,21.8,515693,24.1,3.6,201706
SH_Ausland,13743,1.8,28335,-2.8,2.1,201706
TH,29936,67.5,76955,75.0,2.6,201706
TH_Deutschland,27109,78.3,69688,93.2,2.6,201706
TH_Ausland,2827,6.0,7267,-8.0,2.6,201706
BRD,2025416,-1.7,7176855,-2.2,3.5,201707
BRD_Deutschland,1573066,-2.0,5987137,-1.6,3.8,201707
BRD_Ausland,452350,-0.9,1189718,-5.3,2.6,201707
BW,258795,4.2,780245,2.4,3.0,201707
BW_Deutschland,166187,6.8,519850,5.2,3.1,201707
BW_Ausland,92608,-0.2,260395,-2.8,2.8,201707
BY,407203,7.0,1139875,7.1,2.8,201707
BY_Deutschland,291375,6.6,905847,7.6,3.1,201707
BY_Ausland,115828,8.0,234028,5.4,2.0,201707
BE,7065,-14.8,26378,-11.3,3.7,201707
BE_Deutschland,4478,-9.4,15325,-6.9,3.4,201707
BE_Ausland,2587,-22.8,11053,-16.7,4.3,201707
BR,86862,-8.8,303871,-5.6,3.5,201707
BR_Deutschland,75210,-10.9,275249,-6.4,3.7,201707
BR_Ausland,11652,7.8,28622,2.1,2.5,201707
HB,5438,20.1,11941,11.6,2.2,201707
HB_Deutschland,3340,28.2,8497,17.9,2.5,201707
HB_Ausland,2098,9.2,3444,-1.3,1.6,201707
HH,12232,-0.9,27305,-0.9,2.2,201707
HH_Deutschland,8847,1.6,19819,-0.2,2.2,201707
HH_Ausland,3385,-6.7,7486,-2.7,2.2,201707
HE,94754,-6.1,259970,1.5,2.7,201707
HE_Deutschland,75424,-6.8,213852,3.5,2.8,201707
HE_Ausland,19330,-3.5,46118,-6.5,2.4,201707
MV,270808,-7.9,1433161,-7.5,5.3,201707
MV_Deutschland,250940,-8.0,1372748,-7.4,5.5,201707
MV_Ausland,19868,-7.3,60413,-8.9,3.0,201707
NI,242593,-11.8,957814,-7.8,3.9,201707
NI_Deutschland,200518,-12.5,840336,-7.2,4.2,201707
NI_Ausland,42075,-8.2,117478,-12.0,2.8,201707
NW,116102,8.5,333439,6.1,2.9,201707
NW_Deutschland,91356,10.4,264602,8.1,2.9,201707
NW_Ausland,24746,2.1,68837,-1.1,2.8,201707
RP,148050,-5.0,468352,-3.9,3.2,201707
RP_Deutschland,83163,-1.2,241416,8.1,2.9,201707
RP_Ausland,64887,-9.4,226936,-14.0,3.5,201707
SL,11326,-14.2,33954,-1.5,3.0,201707
SL_Deutschland,9819,-13.4,30559,-0.1,3.1,201707
SL_Ausland,1507,-19.0,3395,-12.4,2.3,201707
SN,52064,2.8,168582,-0.6,3.2,201707
SN_Deutschland,42603,3.4,142626,0.3,3.3,201707
SN_Ausland,9461,0.0,25956,-5.4,2.7,201707
ST,36133,5.2,91418,-0.2,2.5,201707
ST_Deutschland,30922,5.9,81432,1.4,2.6,201707
ST_Ausland,5211,1.1,9986,-11.3,1.9,201707
SH,231402,-2.5,994965,-5.2,4.3,201707
SH_Deutschland,199447,-3.0,921942,-5.4,4.6,201707
SH_Ausland,31955,0.8,73023,-3.0,2.3,201707
TH,44589,2.7,145585,10.5,3.3,201707
TH_Deutschland,39437,3.0,133037,12.8,3.4,201707
TH_Ausland,5152,0.6,12548,-9.1,2.4,201707
BRD,2038038,-4.3,7626252,-5.4,3.7,201708
BRD_Deutschland,1622225,-5.5,6373936,-6.1,3.9,201708
BRD_Ausland,415813,0.6,1252316,-1.4,3.0,201708
BW,275969,0.9,1037914,-1.9,3.8,201708
BW_Deutschland,183928,-1.0,734781,-3.5,4.0,201708
BW_Ausland,92041,4.9,303133,2.0,3.3,201708
BY,432120,-3.8,1447534,-1.4,3.3,201708
BY_Deutschland,325872,-3.5,1221826,-1.4,3.7,201708
BY_Ausland,106248,-4.5,225708,-1.8,2.1,201708
BE,6479,-0.4,26087,0.6,4.0,201708
BE_Deutschland,3868,-4.3,16373,3.3,4.2,201708
BE_Ausland,2611,5.8,9714,-3.8,3.7,201708
BR,82825,-5.8,282691,-5.6,3.4,201708
BR_Deutschland,73833,-6.8,258864,-5.5,3.5,201708
BR_Ausland,8992,2.6,23827,-6.4,2.6,201708
HB,5483,31.6,12217,23.1,2.2,201708
HB_Deutschland,3724,37.4,9299,24.5,2.5,201708
HB_Ausland,1759,20.8,2918,18.9,1.7,201708
HH,12710,0.5,25870,-8.8,2.0,201708
HH_Deutschland,10316,-0.9,21091,-9.9,2.0,201708
HH_Ausland,2394,6.9,4779,-3.9,2.0,201708
HE,91019,-7.2,257629,-6.4,2.8,201708
HE_Deutschland,72871,-11.2,210153,-9.2,2.9,201708
HE_Ausland,18148,13.2,47476,8.0,2.6,201708
MV,251138,-8.5,1299365,-8.5,5.2,201708
MV_Deutschland,235400,-8.8,1247281,-8.7,5.3,201708
MV_Ausland,15738,-4.2,52084,-3.2,3.3,201708
NI,228554,-6.3,901126,-7.2,3.9,201708
NI_Deutschland,196678,-7.1,803353,-7.2,4.1,201708
NI_Ausland,31876,-0.9,97773,-7.2,3.1,201708
NW,118151,1.9,364101,6.3,3.1,201708
NW_Deutschland,91294,0.9,278239,4.8,3.0,201708
NW_Ausland,26857,5.4,85862,11.5,3.2,201708
RP,168338,-4.7,569674,-7.4,3.4,201708
RP_Deutschland,94733,-7.6,257385,-9.8,2.7,201708
RP_Ausland,73605,-0.6,312289,-5.3,4.2,201708
SL,9834,-25.1,29839,-33.7,3.0,201708
SL_Deutschland,7974,-30.8,25078,-38.7,3.1,201708
SL_Ausland,1860,16.0,4761,16.7,2.6,201708
SN,45159,3.7,148056,2.7,3.3,201708
SN_Deutschland,37296,2.2,124628,2.2,3.3,201708
SN_Ausland,7863,11.7,23428,5.7,3.0,201708
ST,32850,2.2,77907,-0.8,2.4,201708
ST_Deutschland,29057,1.9,69534,-1.0,2.4,201708
ST_Ausland,3793,4.5,8373,0.7,2.2,201708
SH,210521,-8.2,922884,-11.0,4.4,201708
SH_Deutschland,192200,-8.4,883151,-10.9,4.6,201708
SH_Ausland,18321,-5.5,39733,-12.6,2.2,201708
TH,66888,-2.8,223358,-7.4,3.3,201708
TH_Deutschland,63181,-3.2,212900,-7.9,3.4,201708
TH_Ausland,3707,6.1,10458,4.5,2.8,201708
BRD,945466,-11.3,2843637,-11.7,3.0,201709
BRD_Deutschland,791516,-12.3,2465205,-11.7,3.1,201709
BRD_Ausland,153950,-5.5,378432,-11.6,2.5,201709
BW,131220,-4.2,389944,-7.6,3.0,201709
BW_Deutschland,99824,-5.7,314197,-7.7,3.1,201709
BW_Ausland,31396,0.9,75747,-6.9,2.4,201709
BY,190518,-13.3,552872,-11.9,2.9,201709
BY_Deutschland,157688,-14.7,487493,-12.2,3.1,201709
BY_Ausland,32830,-5.3,65379,-9.8,2.0,201709
BE,2983,-12.7,11692,2.5,3.9,201709
BE_Deutschland,2235,-12.1,8477,4.4,3.8,201709
BE_Ausland,748,-14.6,3215,-2.3,4.3,201709
BR,30193,-20.1,85607,-16.1,2.8,201709
BR_Deutschland,27968,-21.5,79963,-17.0,2.9,201709
BR_Ausland,2225,2.1,5644,-2.1,2.5,201709
HB,3572,2.1,8925,2.8,2.5,201709
HB_Deutschland,2971,-0.1,7904,3.5,2.7,201709
HB_Ausland,601,14.3,1021,-1.8,1.7,201709
HH,7405,10.5,13499,2.8,1.8,201709
HH_Deutschland,6616,10.3,11789,2.2,1.8,201709
HH_Ausland,789,12.9,1710,6.9,2.2,201709
HE,47224,-5.2,107157,-5.8,2.3,201709
HE_Deutschland,39603,-8.2,89524,-7.4,2.3,201709
HE_Ausland,7621,14.0,17633,3.1,2.3,201709
MV,93743,-19.6,378649,-23.6,4.0,201709
MV_Deutschland,88530,-19.3,364213,-23.4,4.1,201709
MV_Ausland,5213,-23.9,14436,-28.6,2.8,201709
NI,115907,-14.4,376871,-9.3,3.3,201709
NI_Deutschland,104432,-14.6,348325,-8.3,3.3,201709
NI_Ausland,11475,-12.5,28546,-19.4,2.5,201709
NW,65698,-5.6,150111,-6.1,2.3,201709
NW_Deutschland,54066,-4.9,122488,-4.6,2.3,201709
NW_Ausland,11632,-8.5,27623,-12.2,2.4,201709
RP,109728,-8.6,315189,-8.6,2.9,201709
RP_Deutschland,73817,-7.8,206412,-5.1,2.8,201709
RP_Ausland,35911,-10.2,108777,-14.6,3.0,201709
SL,4040,-19.8,9918,-19.8,2.5,201709
SL_Deutschland,3576,-17.7,8822,-17.8,2.5,201709
SL_Ausland,464,-33.2,1096,-32.8,2.4,201709
SN,19821,-3.6,59945,-1.9,3.0,201709
SN_Deutschland,17400,-5.0,53438,-2.5,3.1,201709
SN_Ausland,2421,7.7,6507,3.5,2.7,201709
ST,16834,-4.1,38477,-9.0,2.3,201709
ST_Deutschland,15047,-6.4,35046,-9.7,2.3,201709
ST_Ausland,1787,19.9,3431,-2.1,1.9,201709
SH,93738,-13.6,312733,-12.0,3.3,201709
SH_Deutschland,86351,-14.4,298522,-12.0,3.5,201709
SH_Ausland,7387,-3.2,14211,-12.3,1.9,201709
TH,12842,-12.0,32048,-10.9,2.5,201709
TH_Deutschland,11392,-13.7,28592,-12.2,2.5,201709
TH_Ausland,1450,4.1,3456,1.6,2.4,201709
BRD,575062,2.0,1816915,-0.4,3.2,201710
BRD_Deutschland,508571,2.1,1646019,-0.6,3.2,201710
BRD_Ausland,66491,1.5,170896,1.0,2.6,201710
BW,84767,6.0,264970,7.6,3.1,201710
BW_Deutschland,66056,8.1,217965,8.5,3.3,201710
BW_Ausland,18711,-1.1,47005,3.5,2.5,201710
BY,112049,4.0,356605,9.8,3.2,201710
BY_Deutschland,102098,3.8,332713,10.2,3.3,201710
BY_Ausland,9951,6.5,23892,5.3,2.4,201710
BE,1487,-21.6,8450,0.7,5.7,201710
BE_Deutschland,-999,-999.0,7080,-999.0,-999.0,201710
BE_Ausland,-999,-999.0,1370,-999.0,-999.0,201710
BR,15968,4.4,52331,2.2,3.3,201710
BR_Deutschland,15212,3.5,50382,1.5,3.3,201710
BR_Ausland,756,26.0,1949,24.6,2.6,201710
HB,3699,111.3,9440,62.6,2.6,201710
HB_Deutschland,3305,117.7,8897,63.1,2.7,201710
HB_Ausland,394,69.1,543,53.8,1.4,201710
HH,5636,-11.4,9617,-24.9,1.7,201710
HH_Deutschland,-999,-999.0,8471,-999.0,-999.0,201710
HH_Ausland,-999,-999.0,1146,-999.0,-999.0,201710
HE,25461,7.1,60225,3.5,2.4,201710
HE_Deutschland,22981,4.0,55561,1.5,2.4,201710
HE_Ausland,2480,47.2,4664,36.0,1.9,201710
MV,38268,-6.7,174857,-13.4,4.6,201710
MV_Deutschland,37270,-6.7,172009,-13.5,4.6,201710
MV_Ausland,998,-7.1,2848,-3.5,2.9,201710
NI,78957,-7.1,284794,-8.1,3.6,201710
NI_Deutschland,74896,-7.1,274334,-8.0,3.7,201710
NI_Ausland,4061,-7.7,10460,-10.7,2.6,201710
NW,46572,0.2,125899,4.1,2.7,201710
NW_Deutschland,39860,2.2,110670,5.7,2.8,201710
NW_Ausland,6712,-10.4,15229,-6.4,2.3,201710
RP,81598,8.1,220008,-3.3,2.7,201710
RP_Deutschland,64585,10.0,168802,-3.5,2.6,201710
RP_Ausland,17013,1.5,51206,-2.8,3.0,201710
SL,1939,8.1,5469,12.3,2.8,201710
SL_Deutschland,1741,6.0,5049,10.8,2.9,201710
SL_Ausland,198,32.0,420,35.5,2.1,201710
SN,9526,10.1,36106,10.1,3.8,201710
SN_Deutschland,9119,10.3,34836,9.5,3.8,201710
SN_Ausland,407,7.4,1270,30.5,3.1,201710
ST,9573,32.2,24304,2.3,2.5,201710
ST_Deutschland,9171,32.5,23589,2.3,2.6,201710
ST_Ausland,402,25.2,715,2.9,1.8,201710
SH,51858,-5.0,163455,-7.7,3.2,201710
SH_Deutschland,48661,-5.5,156560,-8.0,3.2,201710
SH_Ausland,3197,4.0,6895,-0.3,2.2,201710
TH,7704,17.6,20385,10.5,2.6,201710
TH_Deutschland,7215,14.7,19101,6.8,2.6,201710
TH_Ausland,489,86.6,1284,129.7,2.6,201710
BRD,100468,13.7,309305,23.5,3.1,201711
BRD_Deutschland,89055,13.6,279026,23.8,3.1,201711
BRD_Ausland,11413,14.7,30279,20.9,2.7,201711
BW,17424,16.8,58673,17.0,3.4,201711
BW_Deutschland,13951,18.0,49787,18.3,3.6,201711
BW_Ausland,3473,12.3,8886,10.4,2.6,201711
BY,15852,-1.8,64428,8.9,4.1,201711
BY_Deutschland,14581,-3.0,61018,8.6,4.2,201711
BY_Ausland,1271,14.8,3410,14.9,2.7,201711
BE,384,5.8,3407,80.3,8.9,201711
BE_Deutschland,307,0.0,2996,83.0,9.8,201711
BE_Ausland,77,37.5,411,62.5,5.3,201711
BR,1722,31.8,5031,36.6,2.9,201711
BR_Deutschland,1605,32.4,4581,34.4,2.9,201711
BR_Ausland,117,23.2,450,-999.0,3.8,201711
HB,1499,30.5,4728,15.9,3.2,201711
HB_Deutschland,1317,22.4,4444,14.1,3.4,201711
HB_Ausland,182,149.3,284,53.5,1.6,201711
HH,2878,0.5,3943,5.4,1.4,201711
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201711
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201711
HE,5328,27.6,12586,8.1,2.4,201711
HE_Deutschland,5043,26.7,12113,8.7,2.4,201711
HE_Ausland,285,43.9,473,-3.9,1.7,201711
MV,3218,51.7,11042,51.4,3.4,201711
MV_Deutschland,3142,51.3,10915,51.9,3.5,201711
MV_Ausland,76,68.9,127,17.6,1.7,201711
NI,14937,19.7,46947,23.5,3.1,201711
NI_Deutschland,14065,18.9,43764,22.9,3.1,201711
NI_Ausland,872,34.6,3183,33.0,3.7,201711
NW,15890,6.7,49091,54.6,3.1,201711
NW_Deutschland,13216,7.7,42200,59.7,3.2,201711
NW_Ausland,2674,2.0,6891,29.5,2.6,201711
RP,9600,18.7,21547,30.4,2.2,201711
RP_Deutschland,8172,19.2,17936,35.7,2.2,201711
RP_Ausland,1428,15.8,3611,9.2,2.5,201711
SL,235,-9.6,662,39.1,2.8,201711
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,201711
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,201711
SN,1160,37.1,4476,59.3,3.9,201711
SN_Deutschland,1073,36.3,4043,49.3,3.8,201711
SN_Ausland,87,47.5,433,324.5,5.0,201711
ST,1324,19.1,3085,0.0,2.3,201711
ST_Deutschland,1277,17.8,2972,-1.6,2.3,201711
ST_Ausland,47,67.9,113,76.6,2.4,201711
SH,8113,15.4,17398,22.4,2.1,201711
SH_Deutschland,7433,15.4,15865,22.5,2.1,201711
SH_Ausland,680,15.1,1533,20.4,2.3,201711
TH,904,43.5,2261,20.8,2.5,201711
TH_Deutschland,878,43.5,2182,22.2,2.5,201711
TH_Ausland,26,44.4,79,-8.1,3.0,201711
BRD,112803,6.2,349074,7.8,3.1,201712
BRD_Deutschland,101550,7.0,320164,7.7,3.2,201712
BRD_Ausland,11253,-0.4,28910,8.8,2.6,201712
BW,16014,10.3,55896,16.8,3.5,201712
BW_Deutschland,11968,12.5,46092,17.9,3.9,201712
BW_Ausland,4046,4.0,9804,12.2,2.4,201712
BY,22609,11.0,94569,12.9,4.2,201712
BY_Deutschland,20825,11.8,89090,12.6,4.3,201712
BY_Ausland,1784,2.1,5479,16.5,3.1,201712
BE,223,-22.0,882,-38.8,4.0,201712
