Region,Ankuenfte,Ankuenfte_Change,Uebernachtungen,Uebernachtungen_Change,Aufenthaltslaenge_mean,Sequence
BW,158410,13.1,513778,18.9,3.2,201605
BW_Deutschland,124942,17.3,427816,23.9,3.4,201605
BW_Ausland,33468,-0.1,85962,-0.7,2.6,201605
BY,211720,23.4,667480,30.9,3.2,201605
BY_Deutschland,188248,26.6,616184,33.7,3.3,201605
BY_Ausland,23472,2.4,51296,4.4,2.2,201605
BE,4368,23.1,15343,31.5,3.5,201605
BE_Deutschland,3524,29.9,11757,34.6,3.3,201605
BE_Ausland,844,1.1,3586,22.5,4.2,201605
BR,55155,-9.5,161282,-6.4,2.9,201605
BR_Deutschland,52399,-8.7,153761,-5.6,2.9,201605
BR_Ausland,2756,-22.6,7521,-21.2,2.7,201605
HB,3564,-20.1,9981,-8.1,2.8,201605
HB_Deutschland,2965,-24.0,8682,-11.5,2.9,201605
HB_Ausland,599,6.2,1299,24.0,2.2,201605
HH,7673,-22.8,16284,-9.1,2.1,201605
HH_Deutschland,7038,-22.9,14852,-8.3,2.1,201605
HH_Ausland,635,-21.8,1432,-16.6,2.3,201605
HE,73772,14.7,193271,14.9,2.6,201605
HE_Deutschland,68295,16.3,180532,17.2,2.6,201605
HE_Ausland,5477,-2.6,12739,-10.4,2.3,201605
MV,122167,1.1,438658,3.6,3.6,201605
MV_Deutschland,117596,1.0,426077,3.7,3.6,201605
MV_Ausland,4571,2.3,12581,-0.2,2.8,201605
NI,197459,17.4,654909,12.8,3.3,201605
NI_Deutschland,184772,18.9,621400,14.4,3.4,201605
NI_Ausland,12687,-0.8,33509,-10.0,2.6,201605
NW,104304,-2.4,299472,7.9,2.9,201605
NW_Deutschland,90295,-1.2,264137,9.8,2.9,201605
NW_Ausland,14009,-9.4,35335,-4.5,2.5,201605
RP,144967,19.2,398443,15.2,2.7,201605
RP_Deutschland,112269,26.4,296639,20.6,2.6,201605
RP_Ausland,32698,-0.2,101804,1.8,3.1,201605
SL,8129,53.3,19104,14.4,2.4,201605
SL_Deutschland,7564,61.9,17698,16.0,2.3,201605
SL_Ausland,565,-10.3,1406,-2.8,2.5,201605
SN,30438,-6.5,98434,-1.3,3.2,201605
SN_Deutschland,28553,-6.2,93242,-0.6,3.3,201605
SN_Ausland,1885,-11.2,5192,-11.5,2.8,201605
ST,25411,5.3,65131,2.8,2.6,201605
ST_Deutschland,23743,4.7,61867,2.2,2.6,201605
ST_Ausland,1668,14.9,3264,15.2,2.0,201605
SH,128365,7.3,409879,6.6,3.2,201605
SH_Deutschland,120464,7.0,392595,6.4,3.3,201605
SH_Ausland,7901,12.7,17284,11.5,2.2,201605
TH,22045,8.5,61656,10.5,2.8,201605
TH_Deutschland,20811,10.1,58086,11.0,2.8,201605
TH_Ausland,1234,-12.6,3570,2.5,2.9,201605
BRD,1018913,-10.4,3179208,-9.4,3.1,201606
BRD_Deutschland,824649,-11.1,2667631,-9.3,3.2,201606
BRD_Ausland,194264,-7.3,511577,-9.7,2.6,201606
BW,113447,-26.5,324103,-31.4,2.9,201606
BW_Deutschland,76795,-31.8,232951,-35.2,3.0,201606
BW_Ausland,36652,-12.1,91152,-19.0,2.5,201606
BY,168184,-20.8,451671,-30.2,2.7,201606
BY_Deutschland,129755,-22.8,373137,-32.3,2.9,201606
BY_Ausland,38429,-13.3,78534,-18.0,2.0,201606
BE,4068,31.0,13793,32.3,3.4,201606
BE_Deutschland,2745,26.7,8680,28.7,3.2,201606
BE_Ausland,1323,40.9,5113,38.8,3.9,201606
BR,49094,8.0,134207,12.7,2.7,201606
BR_Deutschland,43860,8.4,120559,12.4,2.7,201606
BR_Ausland,5234,5.1,13648,16.0,2.6,201606
HB,3577,-16.0,8781,-15.6,2.5,201606
HB_Deutschland,2542,-30.8,6940,-25.5,2.7,201606
HB_Ausland,1035,76.6,1841,68.9,1.8,201606
HH,8308,-22.8,15473,-15.2,1.9,201606
HH_Deutschland,7253,-21.9,13296,-14.0,1.8,201606
HH_Ausland,1055,-28.2,2177,-22.1,2.1,201606
HE,54661,-20.3,121013,-28.1,2.2,201606
HE_Deutschland,45457,-22.4,99319,-31.0,2.2,201606
HE_Ausland,9204,-7.7,21694,-10.7,2.4,201606
MV,142416,20.9,653075,39.8,4.6,201606
MV_Deutschland,129673,20.7,609746,40.5,4.7,201606
MV_Ausland,12743,23.4,43329,30.5,3.4,201606
NI,141310,6.4,485425,2.8,3.4,201606
NI_Deutschland,120589,6.5,424041,2.4,3.5,201606
NI_Ausland,20721,5.9,61384,5.5,3.0,201606
NW,63199,-30.6,151525,-29.2,2.4,201606
NW_Deutschland,50053,-33.7,116387,-33.7,2.3,201606
NW_Ausland,13146,-15.7,35138,-8.6,2.7,201606
RP,70710,-36.8,193402,-42.5,2.7,201606
RP_Deutschland,39938,-45.2,95366,-53.0,2.4,201606
RP_Ausland,30772,-20.9,98036,-26.7,3.2,201606
SL,3571,-49.2,7674,-55.7,2.1,201606
SL_Deutschland,2721,-55.4,5712,-61.6,2.1,201606
SL_Ausland,850,-7.7,1962,-19.8,2.3,201606
SN,28059,6.7,82708,5.5,2.9,201606
SN_Deutschland,24063,6.8,69392,5.3,2.9,201606
SN_Ausland,3996,6.2,13316,6.8,3.3,201606
ST,18443,-7.6,44289,-2.4,2.4,201606
ST_Deutschland,15604,-10.6,37165,-7.5,2.4,201606
ST_Ausland,2839,13.0,7124,37.4,2.5,201606
SH,131372,14.5,446336,15.2,3.4,201606
SH_Deutschland,117708,14.2,416930,14.9,3.5,201606
SH_Ausland,13664,17.1,29406,19.7,2.2,201606
TH,18494,13.1,45733,4.4,2.5,201606
TH_Deutschland,15893,13.1,38010,2.1,2.4,201606
TH_Ausland,2601,13.0,7723,17.7,3.0,201606
BRD,2043384,4.1,7284171,6.9,3.6,201607
BRD_Deutschland,1588940,8.0,6033857,11.9,3.8,201607
BRD_Ausland,454444,-7.6,1250314,-12.0,2.8,201607
BW,244593,4.0,749886,3.5,3.1,201607
BW_Deutschland,152643,8.5,485707,13.8,3.2,201607
BW_Ausland,91950,-2.8,264179,-11.3,2.9,201607
BY,380134,1.2,1068159,3.1,2.8,201607
BY_Deutschland,272661,9.5,845437,11.8,3.1,201607
BY_Ausland,107473,-15.2,222722,-20.2,2.1,201607
BE,8255,6.1,28653,4.9,3.5,201607
BE_Deutschland,4879,18.6,15289,18.6,3.1,201607
BE_Ausland,3376,-8.0,13364,-7.4,4.0,201607
BR,95262,1.6,321943,11.2,3.4,201607
BR_Deutschland,84454,4.1,293921,15.1,3.5,201607
BR_Ausland,10808,-14.5,28022,-18.0,2.6,201607
HB,4527,-6.0,10699,-0.3,2.4,201607
HB_Deutschland,2606,-999.0,7208,-999.0,2.8,201607
HB_Ausland,1921,-999.0,3491,-999.0,1.8,201607
HH,12338,-13.4,27555,9.5,2.2,201607
HH_Deutschland,8708,-999.0,19861,-999.0,2.3,201607
HH_Ausland,3630,-999.0,7694,-999.0,2.1,201607
HE,100962,5.8,257397,7.4,2.5,201607
HE_Deutschland,81204,6.9,208716,10.1,2.6,201607
HE_Ausland,19758,1.9,48681,-3.1,2.5,201607
MV,293272,6.5,1557916,14.3,5.3,201607
MV_Deutschland,271377,8.2,1490227,15.8,5.5,201607
MV_Ausland,21895,-10.2,67689,-11.3,3.1,201607
NI,263486,14.6,988312,7.1,3.8,201607
NI_Deutschland,218197,18.5,856505,9.5,3.9,201607
NI_Ausland,45289,-1.0,131807,-6.4,2.9,201607
NW,106970,-6.0,315482,-5.7,2.9,201607
NW_Deutschland,82572,-3.7,244858,-3.5,3.0,201607
NW_Ausland,24398,-12.9,70624,-12.7,2.9,201607
RP,153404,0.8,478641,-4.9,3.1,201607
RP_Deutschland,83269,8.4,219298,7.2,2.6,201607
RP_Ausland,70135,-6.9,259343,-13.1,3.7,201607
SL,13198,2.9,34460,4.6,2.6,201607
SL_Deutschland,11337,5.4,30586,13.4,2.7,201607
SL_Ausland,1861,-10.2,3874,-35.0,2.1,201607
SN,51109,-2.2,169314,4.2,3.3,201607
SN_Deutschland,41394,-0.9,141124,7.0,3.4,201607
SN_Ausland,9715,-7.6,28190,-8.1,2.9,201607
ST,34210,1.2,92097,20.7,2.7,201607
ST_Deutschland,29072,7.6,80688,25.5,2.8,201607
ST_Ausland,5138,-24.4,11409,-5.2,2.2,201607
SH,237291,5.2,1049633,11.0,4.4,201607
SH_Deutschland,205316,6.0,974219,12.3,4.7,201607
SH_Ausland,31975,0.6,75414,-3.3,2.4,201607
TH,44373,10.8,134024,13.2,3.0,201607
TH_Deutschland,39251,10.3,120213,12.5,3.1,201607
TH_Ausland,5122,14.6,13811,19.5,2.7,201607
BRD,2108081,-4.5,8009092,-3.3,3.8,201608
BRD_Deutschland,1701225,-5.7,6749663,-5.1,4.0,201608
BRD_Ausland,406856,0.8,1259429,7.4,3.1,201608
BW,272003,1.2,1061816,3.1,3.9,201608
BW_Deutschland,184456,-1.0,761388,-0.4,4.1,201608
BW_Ausland,87547,6.4,300428,13.1,3.4,201608
BY,436274,-3.8,1448970,0.1,3.3,201608
BY_Deutschland,329503,-1.6,1224957,2.2,3.7,201608
BY_Ausland,106771,-10.2,224013,-9.8,2.1,201608
BE,6508,-19.7,25941,-15.6,4.0,201608
BE_Deutschland,4040,-21.9,15844,-18.6,3.9,201608
BE_Ausland,2468,-15.9,10097,-10.4,4.1,201608
BR,87959,-16.6,299461,-15.7,3.4,201608
BR_Deutschland,79199,-18.4,274012,-17.2,3.5,201608
BR_Ausland,8760,2.8,25449,4.3,2.9,201608
HB,4166,-14.8,9922,-15.1,2.4,201608
HB_Deutschland,2710,-999.0,7467,-999.0,2.8,201608
HB_Ausland,1456,-999.0,2455,-999.0,1.7,201608
HH,12653,4.9,28378,3.6,2.2,201608
HH_Deutschland,10413,4.9,23404,1.8,2.2,201608
HH_Ausland,2240,4.6,4974,12.7,2.2,201608
HE,98462,0.6,279859,-4.0,2.8,201608
HE_Deutschland,82558,-0.1,236693,-5.6,2.9,201608
HE_Ausland,15904,4.4,43166,5.8,2.7,201608
MV,274101,-12.7,1421438,-10.4,5.2,201608
MV_Deutschland,257593,-13.7,1367783,-11.0,5.3,201608
MV_Ausland,16508,6.0,53655,7.6,3.3,201608
NI,237075,-2.3,923656,-5.6,3.9,201608
NI_Deutschland,206315,-2.8,825326,-7.0,4.0,201608
NI_Ausland,30760,1.1,98330,8.4,3.2,201608
NW,115827,-2.8,343090,6.0,3.0,201608
NW_Deutschland,90240,-3.7,265901,6.0,2.9,201608
NW_Ausland,25587,0.5,77189,5.9,3.0,201608
RP,176515,9.9,615420,12.1,3.5,201608
RP_Deutschland,102720,9.0,286032,3.6,2.8,201608
RP_Ausland,73795,11.3,329388,20.7,4.5,201608
SL,13130,1.9,45008,1.5,3.4,201608
SL_Deutschland,11526,2.8,40928,4.4,3.6,201608
SL_Ausland,1604,-4.2,4080,-20.8,2.5,201608
SN,43627,-16.5,143745,-17.1,3.3,201608
SN_Deutschland,36723,-17.3,121442,-17.7,3.3,201608
SN_Ausland,6904,-12.2,22303,-13.2,3.2,201608
ST,32183,-9.2,78819,-12.3,2.4,201608
ST_Deutschland,28500,-8.2,70411,-13.5,2.5,201608
ST_Ausland,3683,-16.3,8408,-1.3,2.3,201608
SH,228678,-8.8,1041874,-7.3,4.6,201608
SH_Deutschland,209286,-10.6,996375,-8.1,4.8,201608
SH_Ausland,19392,15.3,45499,13.3,2.3,201608
TH,68920,-0.4,241695,9.6,3.5,201608
TH_Deutschland,65443,-1.0,231700,9.5,3.5,201608
TH_Ausland,3477,10.2,9995,10.9,2.9,201608
BRD,1065738,33.9,3235780,25.6,3.0,201609
BRD_Deutschland,903302,38.4,2807804,28.0,3.1,201609
BRD_Ausland,162436,13.5,427976,11.4,2.6,201609
BW,137859,21.3,426721,13.8,3.1,201609
BW_Deutschland,106258,25.9,343381,14.9,3.2,201609
BW_Ausland,31601,7.9,83340,9.3,2.6,201609
BY,218135,28.0,632785,17.9,2.9,201609
BY_Deutschland,184596,31.4,561863,19.8,3.0,201609
BY_Ausland,33539,12.2,70922,5.0,2.1,201609
BE,3490,44.0,11639,24.9,3.3,201609
BE_Deutschland,2614,48.6,8348,24.0,3.2,201609
BE_Ausland,876,31.7,3291,27.3,3.8,201609
BR,37788,35.6,102062,23.6,2.7,201609
BR_Deutschland,35609,40.6,96299,25.9,2.7,201609
BR_Ausland,2179,-14.7,5763,-5.4,2.6,201609
HB,3499,31.2,8678,11.9,2.5,201609
HB_Deutschland,2973,33.0,7638,10.1,2.6,201609
HB_Ausland,526,21.8,1040,27.8,2.0,201609
HH,6699,16.4,13133,23.0,2.0,201609
HH_Deutschland,6000,16.7,11534,24.8,1.9,201609
HH_Ausland,699,14.2,1599,11.6,2.3,201609
HE,49719,21.5,114518,18.4,2.3,201609
HE_Deutschland,42975,22.8,97311,18.3,2.3,201609
HE_Ausland,6744,13.7,17207,19.2,2.6,201609
MV,116791,50.4,498575,43.0,4.3,201609
MV_Deutschland,109617,51.9,478030,43.3,4.4,201609
MV_Ausland,7174,30.2,20545,37.1,2.9,201609
NI,135304,58.4,412650,35.6,3.0,201609
NI_Deutschland,122313,65.2,377641,37.2,3.1,201609
NI_Ausland,12991,14.1,35009,20.8,2.7,201609
NW,69469,35.8,159465,29.7,2.3,201609
NW_Deutschland,56775,39.9,128054,31.2,2.3,201609
NW_Ausland,12694,20.2,31411,24.1,2.5,201609
RP,120096,19.7,344884,12.0,2.9,201609
RP_Deutschland,80150,22.6,217852,16.0,2.7,201609
RP_Ausland,39946,14.3,127032,5.8,3.2,201609
SL,5038,21.8,12365,10.4,2.5,201609
SL_Deutschland,4343,29.6,10735,13.9,2.5,201609
SL_Ausland,695,-11.5,1630,-8.6,2.3,201609
SN,20456,28.4,60887,18.2,3.0,201609
SN_Deutschland,18239,30.6,54766,19.1,3.0,201609
SN_Ausland,2217,12.5,6121,10.5,2.8,201609
ST,17664,21.7,43169,41.9,2.4,201609
ST_Deutschland,16174,25.5,39585,44.0,2.4,201609
ST_Ausland,1490,-8.9,3584,22.6,2.4,201609
SH,109336,49.7,358610,39.8,3.3,201609
SH_Deutschland,101656,51.0,342515,40.6,3.4,201609
SH_Ausland,7680,33.6,16095,25.7,2.1,201609
TH,14395,46.7,35639,41.6,2.5,201609
TH_Deutschland,13010,50.5,32252,43.1,2.5,201609
TH_Ausland,1385,18.5,3387,29.0,2.4,201609
BRD,569128,14.7,1834590,18.7,3.2,201610
BRD_Deutschland,502900,16.1,1663264,20.2,3.3,201610
BRD_Ausland,66228,5.0,171326,5.6,2.6,201610
BW,81041,18.5,249556,17.9,3.1,201610
BW_Deutschland,61651,20.9,203213,19.5,3.3,201610
BW_Ausland,19390,11.7,46343,11.5,2.4,201610
BY,107815,16.5,325396,20.3,3.0,201610
BY_Deutschland,98550,21.0,301960,23.0,3.1,201610
BY_Ausland,9265,-16.7,23436,-5.8,2.5,201610
BE,1896,20.8,8388,41.5,4.4,201610
BE_Deutschland,1616,24.0,6921,49.2,4.3,201610
BE_Ausland,280,4.9,1467,13.9,5.2,201610
BR,15292,17.6,51181,23.4,3.3,201610
BR_Deutschland,14692,18.1,49617,24.0,3.4,201610
BR_Ausland,600,6.2,1564,6.5,2.6,201610
HB,1751,-21.2,5807,-12.2,3.3,201610
HB_Deutschland,1518,-25.6,5454,-10.4,3.6,201610
HB_Ausland,233,28.0,353,-32.9,1.5,201610
HH,6359,8.8,12801,9.6,2.0,201610
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201610
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201610
HE,24676,14.3,59957,15.9,2.4,201610
HE_Deutschland,22896,17.1,56433,19.2,2.5,201610
HE_Ausland,1780,-12.5,3524,-19.5,2.0,201610
MV,41379,18.0,202652,9.2,4.9,201610
MV_Deutschland,40294,18.1,199983,9.2,5.0,201610
MV_Ausland,1085,16.5,2669,2.7,2.5,201610
NI,85523,17.3,304274,19.7,3.6,201610
NI_Deutschland,81152,18.9,292587,21.0,3.6,201610
NI_Ausland,4371,-6.0,11687,-5.5,2.7,201610
NW,46959,15.2,122152,20.7,2.6,201610
NW_Deutschland,39456,14.0,105870,21.2,2.7,201610
NW_Ausland,7503,22.1,16282,17.5,2.2,201610
RP,76378,5.8,230682,15.4,3.0,201610
RP_Deutschland,59366,4.6,177275,17.6,3.0,201610
RP_Ausland,17012,9.9,53407,8.6,3.1,201610
SL,1793,13.3,4868,12.9,2.7,201610
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,201610
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,201610
SN,9557,14.0,36993,29.2,3.9,201610
SN_Deutschland,9193,14.8,36080,30.5,3.9,201610
SN_Ausland,364,-3.2,913,-6.9,2.5,201610
ST,7127,-7.7,22790,26.4,3.2,201610
ST_Deutschland,6816,-7.5,22107,27.1,3.2,201610
ST_Ausland,311,-12.4,683,6.2,2.2,201610
SH,55003,14.5,178627,25.7,3.2,201610
SH_Deutschland,51918,14.5,171702,26.5,3.3,201610
SH_Ausland,3085,15.0,6925,8.4,2.2,201610
TH,6579,55.7,18466,55.1,2.8,201610
TH_Deutschland,6317,54.4,17907,54.0,2.8,201610
TH_Ausland,262,95.5,559,102.5,2.1,201610
BRD,90508,-5.5,254321,-5.2,2.8,201611
BRD_Deutschland,80055,-6.4,228358,-5.4,2.9,201611
BRD_Ausland,10453,1.9,25963,-3.3,2.5,201611
BW,14997,-10.3,50071,-13.9,3.3,201611
BW_Deutschland,11902,-12.8,42102,-14.0,3.5,201611
BW_Ausland,3095,1.0,7969,-13.3,2.6,201611
BY,16773,-13.3,60279,-10.6,3.6,201611
BY_Deutschland,15326,-16.4,56530,-11.6,3.7,201611
BY_Ausland,1447,43.1,3749,8.0,2.6,201611
BE,363,36.0,1890,65.2,5.2,201611
BE_Deutschland,307,32.3,1637,79.3,5.3,201611
BE_Ausland,56,60.0,253,9.5,4.5,201611
BR,1307,-9.6,3682,-13.8,2.8,201611
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,201611
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201611
HB,1149,-23.4,4081,12.5,3.6,201611
HB_Deutschland,1076,-22.6,3896,21.0,3.6,201611
HB_Ausland,73,-33.0,185,-999.0,2.5,201611
HH,2865,16.2,3740,11.2,1.3,201611
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201611
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201611
HE,4577,8.7,12651,16.5,2.8,201611
HE_Deutschland,4322,6.0,12137,15.7,2.8,201611
HE_Ausland,255,87.5,514,38.5,2.0,201611
MV,2427,6.0,8058,-13.7,3.3,201611
MV_Deutschland,2377,6.2,7944,-14.0,3.3,201611
MV_Ausland,50,-2.0,114,17.5,2.3,201611
NI,12637,6.9,38322,10.0,3.0,201611
NI_Deutschland,11953,7.6,35842,8.6,3.0,201611
NI_Ausland,684,-4.5,2480,34.1,3.6,201611
NW,14972,-13.0,31862,-13.5,2.1,201611
NW_Deutschland,12350,-14.5,26536,-14.5,2.1,201611
NW_Ausland,2622,-5.4,5326,-8.2,2.0,201611
RP,8274,-9.1,16725,-8.5,2.0,201611
RP_Deutschland,6979,-9.1,13332,-10.8,1.9,201611
RP_Ausland,1295,-9.5,3393,2.0,2.6,201611
SL,260,64.6,476,22.7,1.8,201611
SL_Deutschland,219,59.9,405,28.6,1.8,201611
SL_Ausland,41,95.2,71,-2.7,1.7,201611
SN,852,-5.2,2835,9.5,3.3,201611
SN_Deutschland,793,-4.1,2733,10.6,3.4,201611
SN_Ausland,59,-18.1,102,-13.6,1.7,201611
ST,1116,25.3,3093,47.4,2.8,201611
ST_Deutschland,1088,28.0,3029,49.8,2.8,201611
ST_Ausland,28,-31.7,64,-16.9,2.3,201611
SH,7224,5.2,14420,11.4,2.0,201611
SH_Deutschland,6629,6.3,13143,13.3,2.0,201611
SH_Ausland,595,-5.1,1277,-5.1,2.1,201611
TH,715,26.8,2136,5.8,3.0,201611
TH_Deutschland,697,27.7,2050,-999.0,2.9,201611
TH_Ausland,18,0.0,86,-999.0,4.8,201611
BRD,106242,3.8,323657,3.1,3.0,201612
BRD_Deutschland,94945,3.1,297160,3.8,3.1,201612
BRD_Ausland,11297,10.2,26497,-4.4,2.3,201612
BW,14524,9.0,47842,0.3,3.3,201612
BW_Deutschland,10634,6.6,39107,2.1,3.7,201612
BW_Ausland,3890,16.5,8735,-7.1,2.2,201612
BY,20418,-0.5,83500,-2.4,4.1,201612
BY_Deutschland,18674,-0.9,78867,-1.2,4.2,201612
BY_Ausland,1744,3.2,4633,-18.9,2.7,201612
BE,286,25.4,1442,61.5,5.0,201612
BE_Deutschland,241,33.1,1271,83.4,5.3,201612
BE_Ausland,45,-4.3,171,-14.5,3.8,201612
BR,1408,15.7,3522,9.1,2.5,201612
BR_Deutschland,1348,18.7,3320,9.9,2.5,201612
BR_Ausland,60,-999.0,202,-999.0,3.4,201612
HB,1528,75.6,5103,48.6,3.3,201612
HB_Deutschland,1381,75.0,-999,-999.0,-999.0,201612
HB_Ausland,147,81.5,-999,-999.0,-999.0,201612
HH,-999,-999.0,2939,10.7,-999.0,201612
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201612
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201612
HE,4372,-3.8,13680,13.5,3.1,201612
HE_Deutschland,4189,-4.0,13268,13.3,3.2,201612
HE_Ausland,183,0.5,412,20.5,2.3,201612
MV,5670,-32.6,21058,-24.1,3.7,201612
MV_Deutschland,5616,-32.6,20922,-24.1,3.7,201612
MV_Ausland,54,-36.5,136,-24.0,2.5,201612
NI,16516,4.3,53555,9.4,3.2,201612
NI_Deutschland,15953,3.9,51715,8.4,3.2,201612
NI_Ausland,563,17.0,1840,49.6,3.3,201612
NW,16856,0.6,37702,-1.6,2.2,201612
NW_Deutschland,13933,-1.2,31470,-2.1,2.3,201612
NW_Ausland,2923,9.8,6232,1.0,2.1,201612
RP,6791,7.4,14158,0.1,2.1,201612
RP_Deutschland,5964,9.7,12508,3.7,2.1,201612
RP_Ausland,827,-6.9,1650,-20.7,2.0,201612
SL,175,65.1,377,69.1,2.2,201612
SL_Deutschland,163,89.5,363,84.3,2.2,201612
SL_Ausland,12,-40.0,14,-46.2,1.2,201612
SN,1176,26.6,4760,16.8,4.0,201612
SN_Deutschland,1068,25.6,4440,13.5,4.2,201612
SN_Ausland,108,36.7,320,97.5,3.0,201612
ST,1313,41.3,4076,41.7,3.1,201612
ST_Deutschland,-999,-999.0,-999,-999.0,3.1,201612
ST_Ausland,-999,-999.0,-999,-999.0,3.2,201612
SH,12341,26.6,27437,37.8,2.2,201612
SH_Deutschland,11723,27.7,26017,39.9,2.2,201612
SH_Ausland,618,8.4,1420,8.4,2.3,201612
TH,658,21.4,2506,16.2,3.8,201612
TH_Deutschland,646,21.4,2472,16.9,3.8,201612
TH_Ausland,12,20.0,34,-17.1,2.8,201612
BRD,66096,4.3,240480,-0.2,3.6,201701
BRD_Deutschland,60181,4.8,223582,0.1,3.7,201701
BRD_Ausland,5915,-0.1,16898,-4.2,2.9,201701
BW,11398,4.9,46683,8.6,4.1,201701
BW_Deutschland,9534,6.4,40873,8.7,4.3,201701
BW_Ausland,1864,-2.2,5810,7.9,3.1,201701
BY,17247,-6.3,83564,1.2,4.8,201701
BY_Deutschland,16027,-5.6,79600,2.4,5.0,201701
BY_Ausland,1220,-14.6,3964,-17.3,3.2,201701
BE,128,-6.6,942,117.1,7.4,201701
BE_Deutschland,119,-999.0,896,157.5,7.5,201701
BE_Ausland,9,-999.0,46,-46.5,5.1,201701
BR,821,16.5,2239,-10.5,2.7,201701
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,201701
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201701
HB,434,-16.1,2328,11.3,5.4,201701
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201701
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201701
HH,-999,-999.0,1568,14.0,-999.0,201701
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201701
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201701
HE,2884,20.4,9072,8.4,3.1,201701
HE_Deutschland,2754,20.2,8785,7.6,3.2,201701
HE_Ausland,130,23.8,287,40.0,2.2,201701
MV,1449,16.4,7100,-55.3,4.9,201701
MV_Deutschland,1423,14.9,7051,-55.5,5.0,201701
MV_Ausland,26,271.4,49,88.5,1.9,201701
NI,9724,1.0,36429,13.8,3.7,201701
NI_Deutschland,9330,0.0,35199,12.7,3.8,201701
NI_Ausland,394,36.3,1230,53.9,3.1,201701
NW,10288,15.9,25284,-0.9,2.5,201701
NW_Deutschland,8756,14.6,21698,1.3,2.5,201701
NW_Ausland,1532,24.5,3586,-12.3,2.3,201701
RP,3153,-14.2,6776,-29.4,2.1,201701
RP_Deutschland,2752,-9.4,5894,-27.7,2.1,201701
RP_Ausland,401,-37.1,882,-39.0,2.2,201701
SL,-999,-999.0,255,28.8,-999.0,201701
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,201701
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,201701
SN,341,28.7,2001,14.9,5.9,201701
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,201701
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,201701
ST,678,10.1,2396,9.0,3.5,201701
ST_Deutschland,658,8.8,2321,-999.0,3.5,201701
ST_Ausland,20,81.8,75,-999.0,3.8,201701
SH,5663,25.2,12242,7.1,2.2,201701
SH_Deutschland,5467,24.6,11714,5.4,2.1,201701
SH_Ausland,196,47.4,528,66.0,2.7,201701
TH,610,18.7,1601,-25.1,2.6,201701
TH_Deutschland,605,17.7,1584,-25.9,2.6,201701
TH_Ausland,5,-999.0,17,-999.0,3.4,201701
BRD,69094,17.9,209582,10.3,3.0,201702
BRD_Deutschland,62064,19.7,189859,12.4,3.1,201702
BRD_Ausland,7030,3.6,19723,-6.4,2.8,201702
BW,9385,12.3,33413,5.3,3.6,201702
BW_Deutschland,7756,16.0,28559,8.3,3.7,201702
BW_Ausland,1629,-2.8,4854,-9.4,3.0,201702
BY,18409,10.5,69678,-0.2,3.8,201702
BY_Deutschland,16818,11.7,64470,1.2,3.8,201702
BY_Ausland,1591,-0.6,5208,-15.7,3.3,201702
BE,126,-8.0,832,71.2,6.6,201702
BE_Deutschland,104,-9.6,733,92.9,7.0,201702
BE_Ausland,22,0.0,99,-6.6,4.5,201702
BR,966,-10.6,2483,-22.6,2.6,201702
BR_Deutschland,895,-11.2,2234,-23.8,2.5,201702
BR_Ausland,71,-999.0,249,-9.8,3.5,201702
HB,839,47.7,2597,19.2,3.1,201702
HB_Deutschland,-999,-999.0,2508,-999.0,3.1,201702
HB_Ausland,-999,-999.0,89,-999.0,2.2,201702
HH,-999,-999.0,1810,17.6,-999.0,201702
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201702
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201702
HE,3526,33.6,9208,22.8,2.6,201702
HE_Deutschland,3281,32.6,8735,20.9,2.7,201702
HE_Ausland,245,47.6,473,70.1,1.9,201702
MV,1399,70.4,4207,6.6,3.0,201702
MV_Deutschland,1373,69.5,4149,5.5,3.0,201702
MV_Ausland,26,136.4,58,241.2,2.2,201702
NI,9353,16.9,32234,29.7,3.4,201702
NI_Deutschland,8876,16.8,30505,29.5,3.4,201702
NI_Ausland,477,19.5,1729,33.5,3.6,201702
NW,11727,15.0,26054,6.0,2.2,201702
NW_Deutschland,9787,16.4,21221,8.3,2.2,201702
NW_Ausland,1940,8.4,4833,-2.9,2.5,201702
RP,6002,53.7,12828,59.6,2.1,201702
